时间 - Ib,Voltage [V] - Ib
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63221
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63446
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63414
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63446
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63446
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63414
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.63382
27:50.5,1.6335
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.6335
27:50.5,1.63253
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.6335
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63318
27:50.5,1.63382
27:50.5,1.63285
27:50.5,1.63382
27:50.5,1.63285
